date,platform,post_type,likes,shares,comments,views,platform_encoded,post_type_encoded,year,month,day_of_week,week_of_year
2/25/2023,Twitter,video,1906,500,322,9758,0,1,2023,2,5,8
2/25/2023,Instagram,image,1869,341,456,8458,1,0,2023,2,5,8
2/25/2023,Twitter,image,628,715,205,9206,0,0,2023,2,5,8
2/26/2023,Twitter,video,1292,339,458,8315,0,1,2023,2,6,8
2/26/2023,Instagram,text,1908,708,465,5804,1,2,2023,2,6,8
2/27/2023,Instagram,video,1031,768,353,8224,1,1,2023,2,0,9
2/27/2023,Twitter,video,579,712,170,7355,0,1,2023,2,0,9
2/27/2023,Twitter,text,526,177,167,8247,0,2,2023,2,0,9
2/27/2023,Instagram,image,1554,183,499,9728,1,0,2023,2,0,9
2/27/2023,Facebook,image,1399,246,383,8040,2,0,2023,2,0,9
2/27/2023,Twitter,image,1943,376,234,8344,0,0,2023,2,0,9
2/27/2023,Twitter,image,1436,232,429,7570,0,0,2023,2,0,9
2/27/2023,Twitter,image,619,143,180,7653,0,0,2023,2,0,9
2/28/2023,Facebook,image,2023,575,137,5212,2,0,2023,2,1,9
2/28/2023,Facebook,video,1532,362,233,5732,2,1,2023,2,1,9
2/28/2023,Instagram,video,1761,696,125,4556,1,1,2023,2,1,9
2/28/2023,Facebook,text,657,146,416,8187,2,2,2023,2,1,9
2/28/2023,Instagram,image,1389,704,460,7818,1,0,2023,2,1,9
2/28/2023,Twitter,video,1184,571,121,7892,0,1,2023,2,1,9
2/28/2023,Facebook,video,1585,443,291,7375,2,1,2023,2,1,9
2/28/2023,Twitter,image,721,511,483,7982,0,0,2023,2,1,9
3/1/2023,Twitter,video,1705,706,334,6055,0,1,2023,3,2,9
3/1/2023,Twitter,video,2179,412,218,9145,0,1,2023,3,2,9
3/1/2023,Instagram,image,2035,436,211,8546,1,0,2023,3,2,9
3/1/2023,Instagram,video,1081,823,422,5143,1,1,2023,3,2,9
3/1/2023,Twitter,image,1059,896,234,8677,0,0,2023,3,2,9
3/2/2023,Facebook,image,1624,584,298,8780,2,0,2023,3,3,9
3/2/2023,Twitter,video,2046,687,473,6985,0,1,2023,3,3,9
3/2/2023,Instagram,image,1059,507,434,4437,1,0,2023,3,3,9
3/2/2023,Instagram,image,1180,354,456,5396,1,0,2023,3,3,9
3/2/2023,Facebook,image,694,561,292,5978,2,0,2023,3,3,9
3/2/2023,Instagram,image,1708,699,281,9631,1,0,2023,3,3,9
3/2/2023,Instagram,text,1368,302,459,7387,1,2,2023,3,3,9
3/2/2023,Twitter,text,2118,334,418,7951,0,2,2023,3,3,9
3/2/2023,Facebook,text,1514,552,288,4183,2,2,2023,3,3,9
3/2/2023,Facebook,image,739,594,209,5022,2,0,2023,3,3,9
3/3/2023,Instagram,image,1189,273,451,6330,1,0,2023,3,4,9
3/3/2023,Twitter,text,1757,789,428,4390,0,2,2023,3,4,9
3/3/2023,Twitter,text,1571,623,392,8121,0,2,2023,3,4,9
3/3/2023,Twitter,video,1777,872,497,8424,0,1,2023,3,4,9
3/3/2023,Twitter,image,1445,142,469,4676,0,0,2023,3,4,9
3/3/2023,Facebook,text,788,144,242,5720,2,2,2023,3,4,9
3/3/2023,Instagram,video,743,344,192,7959,1,1,2023,3,4,9
3/3/2023,Twitter,video,1466,337,309,6508,0,1,2023,3,4,9
3/3/2023,Facebook,image,1720,655,232,5045,2,0,2023,3,4,9
3/4/2023,Facebook,text,2133,759,186,8839,2,2,2023,3,5,9
3/4/2023,Facebook,image,759,670,406,7905,2,0,2023,3,5,9
3/4/2023,Facebook,video,1543,833,427,8701,2,1,2023,3,5,9
3/4/2023,Instagram,video,1254,652,373,8320,1,1,2023,3,5,9
3/5/2023,Instagram,image,810,759,236,4931,1,0,2023,3,6,9
3/5/2023,Instagram,video,2199,759,286,8065,1,1,2023,3,6,9
3/5/2023,Facebook,image,1872,846,460,5741,2,0,2023,3,6,9
3/5/2023,Instagram,text,891,100,376,5227,1,2,2023,3,6,9
3/5/2023,Instagram,video,695,600,426,5704,1,1,2023,3,6,9
3/5/2023,Twitter,video,522,258,427,9435,0,1,2023,3,6,9
3/6/2023,Facebook,video,1008,739,418,9762,2,1,2023,3,0,10
3/6/2023,Facebook,video,1520,873,317,9466,2,1,2023,3,0,10
3/6/2023,Facebook,video,2009,602,487,7325,2,1,2023,3,0,10
3/6/2023,Instagram,image,954,448,219,8742,1,0,2023,3,0,10
3/6/2023,Facebook,text,2110,226,454,8535,2,2,2023,3,0,10
3/6/2023,Instagram,image,1130,433,418,5322,1,0,2023,3,0,10
3/6/2023,Facebook,image,825,229,379,6020,2,0,2023,3,0,10
3/7/2023,Twitter,image,1900,763,200,5648,0,0,2023,3,1,10
3/7/2023,Instagram,video,742,896,153,7160,1,1,2023,3,1,10
3/7/2023,Facebook,text,1002,656,442,7035,2,2,2023,3,1,10
3/7/2023,Instagram,image,1762,253,499,7892,1,0,2023,3,1,10
3/7/2023,Facebook,image,1361,547,478,4917,2,0,2023,3,1,10
3/7/2023,Twitter,image,1545,886,216,7206,0,0,2023,3,1,10
3/7/2023,Facebook,text,499,783,343,9155,2,2,2023,3,1,10
3/7/2023,Twitter,text,954,316,127,4305,0,2,2023,3,1,10
3/8/2023,Twitter,text,749,593,310,4909,0,2,2023,3,2,10
3/8/2023,Instagram,image,895,811,225,9655,1,0,2023,3,2,10
3/8/2023,Facebook,text,458,627,209,4284,2,2,2023,3,2,10
3/9/2023,Facebook,image,467,325,112,9086,2,0,2023,3,3,10
3/9/2023,Facebook,text,1638,688,434,6427,2,2,2023,3,3,10
3/9/2023,Facebook,text,1754,258,491,9015,2,2,2023,3,3,10
3/9/2023,Instagram,image,1298,455,175,7994,1,0,2023,3,3,10
3/9/2023,Facebook,image,1575,167,421,9374,2,0,2023,3,3,10
3/9/2023,Instagram,image,1403,418,457,5580,1,0,2023,3,3,10
3/10/2023,Twitter,image,681,698,314,4224,0,0,2023,3,4,10
3/10/2023,Twitter,text,1334,110,226,4228,0,2,2023,3,4,10
3/10/2023,Facebook,image,601,561,121,7917,2,0,2023,3,4,10
3/10/2023,Instagram,text,489,572,409,9338,1,2,2023,3,4,10
3/11/2023,Twitter,text,1649,197,486,9427,0,2,2023,3,5,10
3/11/2023,Instagram,video,1271,713,246,7684,1,1,2023,3,5,10
3/11/2023,Twitter,image,405,207,161,5291,0,0,2023,3,5,10
3/11/2023,Twitter,image,754,468,430,6044,0,0,2023,3,5,10
3/12/2023,Facebook,image,2139,893,245,9948,2,0,2023,3,6,10
3/12/2023,Twitter,image,451,896,351,7548,0,0,2023,3,6,10
3/12/2023,Instagram,video,460,501,302,4745,1,1,2023,3,6,10
3/12/2023,Twitter,video,1042,541,171,5164,0,1,2023,3,6,10
3/12/2023,Twitter,text,1458,528,369,7399,0,2,2023,3,6,10
3/12/2023,Twitter,image,2058,889,391,4179,0,0,2023,3,6,10
3/12/2023,Twitter,text,412,249,107,8118,0,2,2023,3,6,10
3/12/2023,Instagram,image,816,356,471,5057,1,0,2023,3,6,10
3/12/2023,Twitter,text,790,470,129,4210,0,2,2023,3,6,10
3/12/2023,Twitter,video,542,831,168,8912,0,1,2023,3,6,10
3/12/2023,Instagram,text,410,798,102,8280,1,2,2023,3,6,10
3/13/2023,Twitter,image,1815,692,312,7188,0,0,2023,3,0,11
3/13/2023,Instagram,text,613,850,460,6731,1,2,2023,3,0,11
3/13/2023,Facebook,text,671,138,285,8016,2,2,2023,3,0,11
3/13/2023,Twitter,image,911,659,239,9796,0,0,2023,3,0,11
3/13/2023,Facebook,image,2180,383,463,4367,2,0,2023,3,0,11
3/13/2023,Twitter,image,410,339,215,8224,0,0,2023,3,0,11
3/13/2023,Instagram,image,2135,508,241,7264,1,0,2023,3,0,11
3/13/2023,Twitter,image,2010,210,316,9257,0,0,2023,3,0,11
3/13/2023,Facebook,image,495,141,494,4503,2,0,2023,3,0,11
3/13/2023,Twitter,video,1249,440,473,9766,0,1,2023,3,0,11
3/14/2023,Twitter,video,1084,212,425,4214,0,1,2023,3,1,11
3/14/2023,Instagram,text,655,111,407,8368,1,2,2023,3,1,11
3/15/2023,Facebook,image,1642,251,225,9218,2,0,2023,3,2,11
3/15/2023,Twitter,image,556,856,433,8640,0,0,2023,3,2,11
3/15/2023,Facebook,image,1935,634,359,5641,2,0,2023,3,2,11
3/15/2023,Facebook,image,1930,668,144,8109,2,0,2023,3,2,11
3/15/2023,Instagram,text,610,502,234,5906,1,2,2023,3,2,11
3/15/2023,Facebook,text,751,757,168,7896,2,2,2023,3,2,11
3/15/2023,Twitter,video,776,696,498,8442,0,1,2023,3,2,11
3/15/2023,Twitter,text,448,463,261,4699,0,2,2023,3,2,11
3/15/2023,Twitter,text,996,612,365,4894,0,2,2023,3,2,11
3/16/2023,Twitter,video,820,797,228,5961,0,1,2023,3,3,11
3/17/2023,Instagram,text,679,423,159,8481,1,2,2023,3,4,11
3/17/2023,Instagram,image,1562,515,488,5537,1,0,2023,3,4,11
3/17/2023,Instagram,text,1350,489,463,6644,1,2,2023,3,4,11
3/17/2023,Twitter,video,848,168,282,6144,0,1,2023,3,4,11
3/17/2023,Facebook,image,528,373,245,5086,2,0,2023,3,4,11
3/17/2023,Facebook,text,2197,611,218,8094,2,2,2023,3,4,11
3/17/2023,Twitter,text,412,338,280,4238,0,2,2023,3,4,11
3/18/2023,Instagram,video,1184,494,266,4328,1,1,2023,3,5,11
3/18/2023,Twitter,image,988,578,375,5306,0,0,2023,3,5,11
3/18/2023,Facebook,image,1298,142,184,6737,2,0,2023,3,5,11
3/18/2023,Instagram,image,1067,858,365,4018,1,0,2023,3,5,11
3/18/2023,Instagram,image,1279,230,344,7855,1,0,2023,3,5,11
3/18/2023,Twitter,video,1892,514,284,7340,0,1,2023,3,5,11
3/18/2023,Twitter,image,1962,289,326,7530,0,0,2023,3,5,11
3/18/2023,Instagram,image,1945,206,330,7207,1,0,2023,3,5,11
3/19/2023,Twitter,video,1520,695,208,5308,0,1,2023,3,6,11
3/19/2023,Instagram,video,636,824,452,5140,1,1,2023,3,6,11
3/20/2023,Twitter,image,1215,597,228,7371,0,0,2023,3,0,12
3/20/2023,Twitter,video,1166,604,231,8569,0,1,2023,3,0,12
3/20/2023,Twitter,text,649,520,379,5356,0,2,2023,3,0,12
3/20/2023,Twitter,image,2138,313,404,7516,0,0,2023,3,0,12
3/20/2023,Instagram,image,515,653,407,8650,1,0,2023,3,0,12
3/21/2023,Facebook,video,1480,664,270,5544,2,1,2023,3,1,12
3/21/2023,Instagram,video,1022,473,349,7241,1,1,2023,3,1,12
3/21/2023,Instagram,image,1742,275,348,7532,1,0,2023,3,1,12
3/21/2023,Instagram,text,1952,685,358,6335,1,2,2023,3,1,12
3/22/2023,Twitter,text,463,772,157,7606,0,2,2023,3,2,12
3/22/2023,Facebook,video,528,716,323,5795,2,1,2023,3,2,12
3/22/2023,Instagram,image,689,206,103,7587,1,0,2023,3,2,12
3/22/2023,Instagram,video,1475,267,435,9506,1,1,2023,3,2,12
3/23/2023,Facebook,image,691,253,287,5031,2,0,2023,3,3,12
3/23/2023,Facebook,text,564,326,471,5555,2,2,2023,3,3,12
3/23/2023,Facebook,text,1406,259,318,8219,2,2,2023,3,3,12
3/24/2023,Twitter,video,867,202,438,9326,0,1,2023,3,4,12
3/24/2023,Twitter,text,1379,682,225,5561,0,2,2023,3,4,12
3/24/2023,Facebook,text,1349,233,319,5290,2,2,2023,3,4,12
3/24/2023,Twitter,text,1873,669,341,8033,0,2,2023,3,4,12
3/24/2023,Instagram,video,709,498,360,6352,1,1,2023,3,4,12
3/24/2023,Instagram,image,1497,176,113,4928,1,0,2023,3,4,12
3/24/2023,Twitter,image,1451,482,460,5459,0,0,2023,3,4,12
3/25/2023,Instagram,video,1734,592,210,4616,1,1,2023,3,5,12
3/26/2023,Twitter,video,515,216,380,7090,0,1,2023,3,6,12
3/26/2023,Instagram,text,1761,888,415,8090,1,2,2023,3,6,12
3/26/2023,Facebook,video,1063,133,300,8772,2,1,2023,3,6,12
3/26/2023,Facebook,video,1423,196,390,4112,2,1,2023,3,6,12
3/26/2023,Facebook,text,2177,710,326,6714,2,2,2023,3,6,12
3/26/2023,Twitter,text,522,805,288,7107,0,2,2023,3,6,12
3/26/2023,Facebook,video,2084,860,279,8851,2,1,2023,3,6,12
3/26/2023,Twitter,image,1682,708,161,4328,0,0,2023,3,6,12
3/27/2023,Twitter,text,1503,183,494,9989,0,2,2023,3,0,13
3/27/2023,Instagram,text,1895,637,259,4319,1,2,2023,3,0,13
3/27/2023,Twitter,video,1784,118,201,6615,0,1,2023,3,0,13
3/27/2023,Facebook,text,504,641,429,4759,2,2,2023,3,0,13
3/27/2023,Facebook,video,1375,125,152,7333,2,1,2023,3,0,13
3/27/2023,Twitter,video,1998,808,487,9758,0,1,2023,3,0,13
3/27/2023,Instagram,text,1182,513,392,4220,1,2,2023,3,0,13
3/28/2023,Twitter,text,1138,784,327,4026,0,2,2023,3,1,13
3/28/2023,Facebook,image,1194,465,114,4767,2,0,2023,3,1,13
3/28/2023,Twitter,video,1105,413,256,6050,0,1,2023,3,1,13
3/28/2023,Facebook,image,1318,561,405,9041,2,0,2023,3,1,13
3/28/2023,Twitter,image,867,345,332,5637,0,0,2023,3,1,13
3/28/2023,Instagram,image,472,128,433,8361,1,0,2023,3,1,13
3/29/2023,Facebook,text,1000,677,264,8864,2,2,2023,3,2,13
3/29/2023,Twitter,image,1675,734,468,5908,0,0,2023,3,2,13
3/29/2023,Instagram,text,875,437,410,9143,1,2,2023,3,2,13
3/30/2023,Twitter,image,1729,762,467,6448,0,0,2023,3,3,13
3/30/2023,Instagram,video,1405,300,108,5906,1,1,2023,3,3,13
3/30/2023,Instagram,image,1118,735,301,4951,1,0,2023,3,3,13
3/30/2023,Instagram,image,418,786,302,9934,1,0,2023,3,3,13
3/30/2023,Facebook,image,1713,891,140,9036,2,0,2023,3,3,13
3/30/2023,Twitter,text,709,782,444,4809,0,2,2023,3,3,13
3/30/2023,Twitter,video,870,618,281,4560,0,1,2023,3,3,13
3/30/2023,Twitter,image,1073,609,256,6746,0,0,2023,3,3,13
3/31/2023,Facebook,image,2111,347,436,5989,2,0,2023,3,4,13
3/31/2023,Twitter,video,1312,873,412,7282,0,1,2023,3,4,13
3/31/2023,Twitter,image,1446,822,443,9788,0,0,2023,3,4,13
3/31/2023,Instagram,video,2185,466,327,7601,1,1,2023,3,4,13
3/31/2023,Twitter,video,1917,495,460,9563,0,1,2023,3,4,13
3/31/2023,Facebook,text,1626,561,422,7698,2,2,2023,3,4,13
4/1/2023,Twitter,video,1445,205,171,9511,0,1,2023,4,5,13
4/1/2023,Facebook,video,817,676,143,4845,2,1,2023,4,5,13
4/1/2023,Facebook,video,1491,514,133,9109,2,1,2023,4,5,13
4/1/2023,Facebook,text,475,122,444,8596,2,2,2023,4,5,13
4/1/2023,Twitter,video,1841,453,480,7474,0,1,2023,4,5,13
4/1/2023,Facebook,video,808,767,151,6591,2,1,2023,4,5,13
4/2/2023,Facebook,text,1189,195,113,8880,2,2,2023,4,6,13
4/2/2023,Facebook,text,1742,808,313,6482,2,2,2023,4,6,13
4/2/2023,Facebook,video,491,779,344,6413,2,1,2023,4,6,13
4/2/2023,Twitter,text,1892,160,232,5363,0,2,2023,4,6,13
4/2/2023,Twitter,text,2176,149,233,6298,0,2,2023,4,6,13
4/2/2023,Instagram,text,1844,157,214,4974,1,2,2023,4,6,13
4/2/2023,Instagram,image,700,200,139,6085,1,0,2023,4,6,13
4/2/2023,Twitter,image,954,576,426,5744,0,0,2023,4,6,13
4/2/2023,Facebook,image,1909,253,330,7945,2,0,2023,4,6,13
4/3/2023,Instagram,text,817,769,395,7830,1,2,2023,4,0,14
4/3/2023,Twitter,text,1817,109,176,8017,0,2,2023,4,0,14
4/3/2023,Facebook,video,1704,340,114,5657,2,1,2023,4,0,14
4/3/2023,Twitter,text,1683,403,178,9714,0,2,2023,4,0,14
4/4/2023,Twitter,image,1396,743,282,4272,0,0,2023,4,1,14
4/4/2023,Twitter,image,1369,167,399,6149,0,0,2023,4,1,14
4/4/2023,Facebook,video,986,869,162,6127,2,1,2023,4,1,14
4/4/2023,Instagram,video,1250,679,339,4786,1,1,2023,4,1,14
4/4/2023,Facebook,image,1471,632,357,9595,2,0,2023,4,1,14
4/4/2023,Facebook,text,1090,835,323,7643,2,2,2023,4,1,14
4/4/2023,Instagram,image,1292,495,311,8355,1,0,2023,4,1,14
4/4/2023,Twitter,image,793,762,460,9883,0,0,2023,4,1,14
4/4/2023,Twitter,image,583,218,127,4699,0,0,2023,4,1,14
4/5/2023,Instagram,image,598,421,123,6765,1,0,2023,4,2,14
4/5/2023,Instagram,image,1708,460,160,9700,1,0,2023,4,2,14
4/5/2023,Facebook,image,673,812,111,5974,2,0,2023,4,2,14
4/6/2023,Facebook,image,1640,116,497,4427,2,0,2023,4,3,14
4/6/2023,Instagram,image,1011,374,290,7425,1,0,2023,4,3,14
4/6/2023,Twitter,text,587,764,167,8190,0,2,2023,4,3,14
4/6/2023,Twitter,text,1804,721,413,8800,0,2,2023,4,3,14
4/6/2023,Instagram,video,1590,887,225,8061,1,1,2023,4,3,14
4/6/2023,Twitter,text,2123,738,172,4634,0,2,2023,4,3,14
4/7/2023,Facebook,video,1571,505,103,9151,2,1,2023,4,4,14
4/7/2023,Facebook,text,1349,849,405,7071,2,2,2023,4,4,14
4/7/2023,Twitter,video,648,278,431,4558,0,1,2023,4,4,14
4/7/2023,Twitter,video,1093,287,439,9508,0,1,2023,4,4,14
4/8/2023,Facebook,video,1437,308,496,7230,2,1,2023,4,5,14
4/8/2023,Twitter,video,1720,866,445,7304,0,1,2023,4,5,14
4/8/2023,Twitter,video,1039,770,386,7336,0,1,2023,4,5,14
4/8/2023,Instagram,image,430,235,404,4836,1,0,2023,4,5,14
4/8/2023,Twitter,video,1521,775,238,8046,0,1,2023,4,5,14
4/9/2023,Twitter,image,825,185,458,9353,0,0,2023,4,6,14
4/9/2023,Instagram,text,1080,259,366,6767,1,2,2023,4,6,14
4/9/2023,Twitter,image,1113,204,449,6760,0,0,2023,4,6,14
4/9/2023,Twitter,image,1111,671,452,7902,0,0,2023,4,6,14
4/9/2023,Twitter,text,1840,642,267,5051,0,2,2023,4,6,14
4/9/2023,Facebook,video,573,222,451,5364,2,1,2023,4,6,14
4/10/2023,Facebook,video,2065,453,425,8316,2,1,2023,4,0,15
4/10/2023,Instagram,image,1051,313,472,7149,1,0,2023,4,0,15
4/10/2023,Facebook,image,1097,812,170,7979,2,0,2023,4,0,15
4/11/2023,Facebook,text,1130,448,229,7445,2,2,2023,4,1,15
4/11/2023,Twitter,video,1554,443,440,6264,0,1,2023,4,1,15
4/12/2023,Twitter,video,1596,734,263,4299,0,1,2023,4,2,15
4/12/2023,Twitter,text,1949,474,143,6995,0,2,2023,4,2,15
4/12/2023,Facebook,video,1668,727,263,8392,2,1,2023,4,2,15
4/12/2023,Instagram,image,1023,637,427,8054,1,0,2023,4,2,15
4/13/2023,Instagram,text,1406,485,242,7540,1,2,2023,4,3,15
4/13/2023,Facebook,video,1837,638,306,5854,2,1,2023,4,3,15
4/13/2023,Instagram,text,2000,142,192,9021,1,2,2023,4,3,15
4/13/2023,Twitter,text,1188,120,342,8731,0,2,2023,4,3,15
4/13/2023,Instagram,image,1726,116,213,8265,1,0,2023,4,3,15
4/13/2023,Twitter,image,1925,286,213,9741,0,0,2023,4,3,15
4/13/2023,Instagram,video,578,539,246,6607,1,1,2023,4,3,15
4/13/2023,Facebook,text,1448,539,251,8475,2,2,2023,4,3,15
4/14/2023,Instagram,video,1513,774,193,5985,1,1,2023,4,4,15
4/14/2023,Instagram,video,1947,269,128,5584,1,1,2023,4,4,15
4/14/2023,Instagram,image,499,257,459,7806,1,0,2023,4,4,15
4/14/2023,Twitter,video,1663,180,418,7151,0,1,2023,4,4,15
4/14/2023,Instagram,video,1911,426,252,4858,1,1,2023,4,4,15
4/14/2023,Instagram,video,435,468,358,7251,1,1,2023,4,4,15
4/15/2023,Twitter,text,1041,656,222,5195,0,2,2023,4,5,15
4/15/2023,Twitter,video,1715,426,211,9412,0,1,2023,4,5,15
4/15/2023,Facebook,image,2121,667,334,6273,2,0,2023,4,5,15
4/15/2023,Twitter,image,1479,126,499,7422,0,0,2023,4,5,15
4/16/2023,Twitter,video,2105,636,303,4433,0,1,2023,4,6,15
4/16/2023,Twitter,video,2124,840,457,8901,0,1,2023,4,6,15
4/16/2023,Facebook,text,2035,645,398,4287,2,2,2023,4,6,15
4/17/2023,Twitter,video,1883,130,320,4854,0,1,2023,4,0,16
4/17/2023,Facebook,image,1354,557,482,5697,2,0,2023,4,0,16
4/17/2023,Twitter,video,971,520,342,4164,0,1,2023,4,0,16
4/17/2023,Instagram,text,2037,454,202,8749,1,2,2023,4,0,16
4/17/2023,Facebook,video,1543,434,226,6495,2,1,2023,4,0,16
4/17/2023,Facebook,image,1935,450,374,4030,2,0,2023,4,0,16
4/17/2023,Twitter,video,1410,199,438,8253,0,1,2023,4,0,16
4/17/2023,Twitter,video,1021,835,163,5690,0,1,2023,4,0,16
4/17/2023,Instagram,image,1552,328,192,4435,1,0,2023,4,0,16
4/17/2023,Facebook,text,2165,191,373,9489,2,2,2023,4,0,16
4/17/2023,Instagram,text,622,633,327,5507,1,2,2023,4,0,16
4/18/2023,Instagram,video,1885,221,334,7350,1,1,2023,4,1,16
4/18/2023,Instagram,text,461,500,414,5582,1,2,2023,4,1,16
4/19/2023,Twitter,text,1543,357,470,5765,0,2,2023,4,2,16
4/20/2023,Facebook,image,1445,525,419,5527,2,0,2023,4,3,16
4/20/2023,Instagram,image,1740,850,416,7633,1,0,2023,4,3,16
4/20/2023,Twitter,video,1689,427,200,4707,0,1,2023,4,3,16
4/20/2023,Instagram,image,1167,430,328,7505,1,0,2023,4,3,16
4/21/2023,Twitter,text,2070,858,231,4208,0,2,2023,4,4,16
4/22/2023,Instagram,text,995,246,366,4237,1,2,2023,4,5,16
4/22/2023,Instagram,video,1787,821,205,9550,1,1,2023,4,5,16
4/22/2023,Twitter,video,492,459,157,7761,0,1,2023,4,5,16
4/22/2023,Facebook,text,433,823,446,7829,2,2,2023,4,5,16
4/22/2023,Instagram,video,522,332,421,7520,1,1,2023,4,5,16
4/23/2023,Facebook,text,2150,597,162,4004,2,2,2023,4,6,16
4/23/2023,Instagram,image,1980,323,217,5760,1,0,2023,4,6,16
4/23/2023,Facebook,video,1288,893,328,8349,2,1,2023,4,6,16
4/23/2023,Facebook,text,1366,495,415,6657,2,2,2023,4,6,16
4/24/2023,Facebook,video,980,394,185,6170,2,1,2023,4,0,17
4/25/2023,Instagram,image,1359,703,288,5503,1,0,2023,4,1,17
4/25/2023,Twitter,image,1247,265,108,5087,0,0,2023,4,1,17
4/25/2023,Twitter,image,2012,293,379,6097,0,0,2023,4,1,17
4/25/2023,Instagram,text,2016,425,140,8253,1,2,2023,4,1,17
4/26/2023,Instagram,image,1930,626,118,7184,1,0,2023,4,2,17
4/26/2023,Instagram,image,938,804,416,8773,1,0,2023,4,2,17
4/26/2023,Instagram,video,1990,539,152,9731,1,1,2023,4,2,17
4/26/2023,Twitter,image,1351,638,233,8382,0,0,2023,4,2,17
4/26/2023,Instagram,text,1447,117,410,9945,1,2,2023,4,2,17
4/26/2023,Facebook,image,835,392,187,8819,2,0,2023,4,2,17
4/26/2023,Twitter,image,802,222,432,5301,0,0,2023,4,2,17
4/26/2023,Facebook,text,1446,676,444,8666,2,2,2023,4,2,17
4/26/2023,Instagram,text,1592,146,490,4950,1,2,2023,4,2,17
4/27/2023,Twitter,video,776,333,328,5414,0,1,2023,4,3,17
4/27/2023,Instagram,video,1941,138,329,4361,1,1,2023,4,3,17
4/27/2023,Twitter,text,1557,425,114,4263,0,2,2023,4,3,17
4/27/2023,Instagram,video,1693,131,426,7912,1,1,2023,4,3,17
4/27/2023,Instagram,image,781,610,390,5298,1,0,2023,4,3,17
4/28/2023,Instagram,image,2139,575,468,8827,1,0,2023,4,4,17
4/28/2023,Instagram,image,1668,337,417,6311,1,0,2023,4,4,17
4/28/2023,Instagram,video,2106,740,429,9828,1,1,2023,4,4,17
4/28/2023,Facebook,text,1571,342,418,8581,2,2,2023,4,4,17
4/28/2023,Facebook,text,593,257,283,5180,2,2,2023,4,4,17
4/29/2023,Facebook,image,1982,664,223,9128,2,0,2023,4,5,17
4/29/2023,Instagram,video,1035,667,225,8282,1,1,2023,4,5,17
4/29/2023,Instagram,video,1142,856,497,9735,1,1,2023,4,5,17
4/29/2023,Instagram,image,1759,577,391,4916,1,0,2023,4,5,17
4/29/2023,Facebook,text,2155,374,348,8396,2,2,2023,4,5,17
4/29/2023,Facebook,video,1468,361,290,8599,2,1,2023,4,5,17
4/29/2023,Twitter,text,1190,426,367,6160,0,2,2023,4,5,17
4/30/2023,Twitter,text,971,775,235,4158,0,2,2023,4,6,17
4/30/2023,Instagram,image,1461,701,228,9742,1,0,2023,4,6,17
4/30/2023,Facebook,video,559,410,135,9669,2,1,2023,4,6,17
4/30/2023,Instagram,text,1852,309,292,6033,1,2,2023,4,6,17
5/1/2023,Facebook,video,1295,810,184,9081,2,1,2023,5,0,18
5/1/2023,Twitter,image,1383,241,310,5729,0,0,2023,5,0,18
5/1/2023,Instagram,image,1404,394,487,8539,1,0,2023,5,0,18
5/1/2023,Facebook,image,2004,195,495,7140,2,0,2023,5,0,18
5/1/2023,Instagram,image,663,592,383,7143,1,0,2023,5,0,18
5/1/2023,Instagram,video,725,385,333,7898,1,1,2023,5,0,18
5/1/2023,Instagram,text,1053,758,192,8599,1,2,2023,5,0,18
5/1/2023,Facebook,text,1661,647,385,4177,2,2,2023,5,0,18
5/1/2023,Twitter,text,1942,384,406,9296,0,2,2023,5,0,18
5/1/2023,Instagram,text,1484,810,157,4443,1,2,2023,5,0,18
5/1/2023,Twitter,image,2089,735,423,9541,0,0,2023,5,0,18
5/2/2023,Instagram,video,1868,494,442,8856,1,1,2023,5,1,18
5/2/2023,Twitter,text,2008,556,385,4633,0,2,2023,5,1,18
5/2/2023,Instagram,video,1027,544,489,8136,1,1,2023,5,1,18
5/2/2023,Twitter,text,1168,494,278,5517,0,2,2023,5,1,18
5/2/2023,Instagram,image,710,843,430,5983,1,0,2023,5,1,18
5/2/2023,Facebook,image,1804,261,322,8219,2,0,2023,5,1,18
5/2/2023,Twitter,image,1192,338,304,8845,0,0,2023,5,1,18
5/3/2023,Instagram,video,1907,649,114,9246,1,1,2023,5,2,18
5/3/2023,Instagram,image,2006,223,459,6930,1,0,2023,5,2,18
5/3/2023,Instagram,text,1625,724,443,7925,1,2,2023,5,2,18
5/3/2023,Facebook,text,1635,149,357,5346,2,2,2023,5,2,18
5/4/2023,Facebook,text,1171,225,225,6123,2,2,2023,5,3,18
5/4/2023,Facebook,text,645,464,359,5730,2,2,2023,5,3,18
5/4/2023,Facebook,image,553,343,161,8178,2,0,2023,5,3,18
5/4/2023,Twitter,text,815,820,179,7674,0,2,2023,5,3,18
5/4/2023,Twitter,video,1267,155,269,6599,0,1,2023,5,3,18
5/4/2023,Facebook,video,1220,735,298,9527,2,1,2023,5,3,18
5/5/2023,Instagram,image,1376,318,425,8288,1,0,2023,5,4,18
5/5/2023,Instagram,text,2100,752,496,8727,1,2,2023,5,4,18
5/5/2023,Twitter,text,1984,407,365,7150,0,2,2023,5,4,18
5/5/2023,Twitter,text,1135,266,131,7334,0,2,2023,5,4,18
5/6/2023,Twitter,image,1099,699,402,4673,0,0,2023,5,5,18
5/6/2023,Twitter,text,2023,792,390,4392,0,2,2023,5,5,18
5/6/2023,Instagram,video,878,290,389,7559,1,1,2023,5,5,18
5/6/2023,Twitter,text,1829,154,410,9416,0,2,2023,5,5,18
